MAA02.4;4;2.;;
MAA03.1;4;2.;;
MAA03.2;6;3.;;
MAA03.3;6;3.;;
MAA03.4;6;3.;;
MAA04.1;6;3.;;
MAA04.2;2;4.;;
MAA04.3;3;4.;;
MAA04.4;6;4.;;
MAA05.1;6;4.;;
MAA05.2;2;5.;;
MAA05.3;4;5.;;
MAA05.4;7;5.;;
MAA06.1;3;1. ;;
MAA06.2;4;1. ;;
MAA06.3;6;1. ;;
MAA06.4;7;5.;;
MAA07.1;6;1. ;;
MAA07.2;5;2.;;
MAA07.3;6;2.;;
MAA07.4;2;2.;;
MAA08.1;5;2.;;
MAA08.2;2;3.;;
MAA08.3;3;3.;;
MAA08.4;1;3.;;
MAA09.1;2;3.;;
MAA09.2;3;4.;;
MAA09.3;2;4.;;
MAA09.4;4;4.;;
MAA10.1;7;4.;;
MAA10.2;2;5.;;
MAA10.3;5;5.;;
MAA10.4;4;5.;;
MAA11.1;2;1. ;;
MAA11.2;1;2.;;
MAA11.3;7;5.;;
MAA12.1;1;1. ;;
MAA12.2;3;1. ;;
MAA12.3;2;2.;;
MAA12.4;3;5.;;
MAA13.1;5;2.;;
MAA13.2;2;2.;;
MAA13.3;1;3.;;
MAA14.1;2;3.;;
MAA14.2;4;3.;;
MAA14.3;7;3.;;
MAA15.1;8;5.;;
MAA16.1;;;;
MAA18.1;8;2.;;
MAA18.2;8;3.;;
MAA21.1;5;5.;;
MAB02.1;2;4.;;
MAB03.1;4;5.;;
MAB04.1;4;1. ;;
MAB05.1;2;4.;;
MAB06.1;5;5.;;
MAB07.1;4;1. ;;
MAB08.1;4;2.;;
MAB10.1;7;3.;;
MAB18.1;8;3.;;
MAY01.1;2;1. ;;
MAY01.2;2;1. ;;
MAY01.3;2;1. ;;
MAY01.4;2;1. ;;
MU01.1;5;1;;
MU01.2;3;1;;
MU01.3;1;2;;
MU01.4;1;2;;
MU02.1;1;2.;;
MU02.2;2;4;;
MU03.1;6;3.;;
MU04.1;;;;
MU05.1;3;5.;;
MU06.1;3;2.;;
OP01.1;1;1. ;;
OP01.2;1;1. ;;
OP01.3;1;1. ;;
OP01.4;1;1. ;;
PS01.1;5;1. ;;
PS01.2;3;2.;;
PS01.3;5;3.;;
PS01.4;5;4.;;
PS02.1;4;1. ;;
PS02.2;3;5.;;
PS03.1;6;1. ;;
PS03.2;;;;
PS04.1;2;2.;;
PS04.2;7;2.;;
PS05.1;6;3.;;
PS05.2;7;3.;;
PS07.1;;;;
PS07.2;;;;
PS08.1;2;1. ;;
PS08.2;2;3.;;
RAA01.1;1;3.;;
RAA02.1;4;4.;;
RAA03.1;1;5.;;
RAA04.1;2;1. ;;
RAA05.1;2;2.;;
RAA06.1;7;4.;;
RAA07.1;3;1. ;;
RAA08.1;1;2.;;
RAA09.1;4;3.;;
RAB31.1;7;3.;;
RAB310.1;;;;
RAB311.1;;;;
RAB32.1;5;4.;;
RAB33.1;6;5.;;
RAB34.1;6;2.;;
RAB35.1;4;4.;;
RAB36.1;1;5.;;
RAB37.1;7;1. ;;
RAB38.1;2;2.;;
RAB39.1;4;3.;;
RUA03.1;5;5.;;
RUA04.1;6;2.;;
RUA05.1;1;4.;;
RUA06.1;1;5.;;
RUA07.1;3;2.;;
RUA08.1;7;2.;;
RUA09.1;5;3.;;
RUB11.1;3;1. ;;
RUB11.2;4;1. ;;
RUB11.3;1;2.;;
RUB11.4;1;2.;;
RUB12.1;2;3.;;
RUB12.2;2;3.;;
RUB12.3;1;3.;;
RUB12.4;7;3.;;
RUB13.1;5;5.;;
RUB13.2;7;5.;;
RUB13.3;1;5.;;
RUB14.1;2;2.;;
RUB14.2;4;2.;;
RUB14.3;6;2.;;
RUB15.1;7;4.;;
RUB15.2;1;4.;;
RUB15.3;2;4.;;
RUB16.1;1;5.;;
RUB17.1;3;1. ;;
RUB17.2;3;2.;;
RUB18.1;7;1. ;;
RUB18.2;5;1. ;;
RUB18.3;5;3.;;
RUB18.4;6;3.;;
SAA01.1;1;3.;;
SAA02.1;4;4.;;
SAA03.1;1;5.;;
SAA04.1;2;1. ;;
SAA05.1;6;3.;;
SAA06.1;4;5.;;
SAB31.1;7;3.;;
SAB310.1;;;;
SAB32.1;5;4.;;
SAB33.1;6;5.;;
SAB34.1;1;1. ;;
SAB35.1;3;3.;;
SAB36.1;7;5.;;
SAB37.1;7;1. ;;
SAB38.1;1;2.;;
SAB39.1;4;3.;;
TE01.1;1;1;;
TE01.2;1;1;;
TE01.3;1;1;;
TE01.4;6;2.;;
TE02.1;7;1. ;;
TE02.2;;;;
TE03.1;7;2.;;
TE04.1;1;3.;;
TE05.1;7;5.;;
UE01.1;5;2.;;
UE01.2;3;3.;;
UE01.3;5;4.;;
UE01.4;3;5.;;
UE02.1;1;1. ;;
UE02.2;2;3.;;
UE02.3;6;4.;;
UE02.4;7;5.;;
UE03.1;5;2.;;
UE04.1;;;;
UE05.1;;;;
UE06.1;;;;
UE07.1;;;;
YH01.1;5;1. ;;
YH01.2;5;3.;;
YH01.3;7;4.;;
YH01.4;1;5.;;
YH02.1;3;1. ;;
YH02.2;7;1. ;;
YH02.3;7;3.;;
YH02.4;3;4.;;
YH03.1;3;2.;;
YH03.2;7;2.;;
YH03.3;4;3.;;
YH03.4;1;5.;;
YH04.1;5;1. ;;
YH04.2;;;;
YH7.1;8;4.;;
YH7.2;;;;
YH9.1;1;1. ;;
YH9.2;1;3.;;
ÄI01.1;5;1. ;;
ÄI01.2;3;1. ;;
ÄI01.3;4;1. ;;
ÄI01.4;6;1. ;;
ÄI02.1;5;2.;;
ÄI02.2;5;2.;;
ÄI02.3;4;3.;;
ÄI02.4;7;3.;;
ÄI03.1;3;4.;;
ÄI03.2;7;4.;;
ÄI03.3;3;5.;;
ÄI03.4;6;5.;;
ÄI04.1;6;1. ;;
ÄI04.2;5;1. ;;
ÄI04.3;1;2.;;
ÄI04.4;4;2.;;
ÄI05.1;1;4.;;
ÄI05.2;2;4.;;
ÄI05.3;5;4.;;
ÄI05.4;4;4.;;
ÄI06.1;5;5.;;
ÄI06.2;4;5.;;
ÄI06.3;7;5.;;
ÄI06.4;2;5.;;
ÄI07.1;7;3.;;
ÄI08.1;6;2.;;
ÄI08.2;3;2.;;
ÄI08.3;4;2.;;
ÄI08.4;5;2.;;
ÄI09.1;1;3.;;
ÄI09.2;3;3.;;
ÄI09.3;5;3.;;
ÄI09.4;4;3.;;
ÄI12.1;6;2.;;
